0,1,2
1.48,1.8987234042553194,2.3200000000000003
1.24,0.36,0.6
0.84,0.64,0.6
1.6400000000000001,0.0,1.0673684210526315
0.84,0.12,0.88
2.04,1.96,0.22909090909090907
0.72,0.24,0.6
1.0,0.0,0.84
0.48,0.12,1.4
0.48,1.84,0.6
0.0,0.36,1.28
0.36,1.8000000000000003,0.24
2.08,0.24,1.0
1.0,0.0,1.56
0.24,0.24,0.24
0.0,2.44,0.0
0.0,1.08,0.0
0.0,1.04,0.6
0.0,0.12,2.44
0.12,1.8673684210526318,1.88
2.08,0.24,0.72
0.22909090909090907,0.0,0.96
1.0290909090909093,0.36,0.0
0.24,2.4400000000000004,0.0
0.0,1.04,0.36
0.48,0.0,2.2
2.2,0.12,0.88
0.6,1.96,0.48
1.6800000000000002,0.48,0.0
0.36,0.88,0.12
0.12,0.0,2.44
1.84,0.36,0.72
0.0,2.08,0.96
0.0,0.24,0.84
0.0,1.8000000000000003,1.6800000000000002
0.12,0.64,0.48
1.96,0.0,0.48
0.48,0.12,0.12
0.6290909090909091,2.08,2.08
0.24,0.36,0.6
0.0,0.76,1.9200000000000002
0.12,0.24,0.72
1.84,0.0,1.08
0.24,0.24,1.6400000000000001
1.96,2.08,0.84
1.04,1.28,1.8000000000000003
0.0,0.36,0.72
0.12,0.24,1.4
2.44,0.0,0.48
0.72,0.24,0.88
0.96,1.8673684210526318,0.0
0.0,0.24,0.24
0.36,0.0,2.08
2.0581818181818186,0.24,0.0
0.36,2.2,0.0
0.48,1.6800000000000002,0.12
0.22909090909090907,0.36,2.2
1.8000000000000003,0.24,0.48
0.48,0.12,1.4
0.22909090909090907,2.2,0.64
0.24,0.72,0.12
0.0,1.0,1.4400000000000002
0.48,0.64,0.0
2.44,0.0,0.0
0.72,0.12,0.0
0.0,1.96,0.12
0.24,0.36,1.84
2.08,1.1600000000000001,0.0
0.24537313432835822,0.48,0.12
1.1600000000000001,0.24,1.96
0.36,1.6800000000000002,0.24
0.64,0.6,0.12
0.0,0.6,1.96
0.24,2.44,0.24
1.96,0.84,0.24
0.24,1.2,1.96
0.12,0.6,0.24
2.08,0.24,0.0
0.6,0.0,0.0
0.64,0.24,0.12
0.0,2.3200000000000003,1.84
0.36,0.6,0.12
2.08,1.6800000000000002,1.1600000000000001
0.48,0.36,1.4400000000000002
1.1600000000000001,0.36,0.0
0.24,1.04,0.12
0.0,0.12,1.84
0.12,1.8987234042553194,0.12
2.08,0.24,1.56
0.36,0.36,0.64
0.24,2.2,0.0
1.9200000000000002,1.04,0.0
0.72,0.0,0.24
1.28,0.0,2.08
0.0,0.48,0.12
0.0,2.56,1.84
0.36,0.12,0.12
2.3200000000000003,1.84,1.04
0.24,0.0,0.24
2.2,0.12,1.96
0.48,1.96,0.24
1.28,0.48,0.0
0.36,1.28,0.12
0.24,0.36,0.36
0.0,2.2,2.08
0.36,0.6,0.36
2.08,0.76,0.24
0.36,1.04,0.12
0.24,0.0,2.2
0.36,0.0,0.88
2.2,0.12,0.76
0.72,1.96,0.24
0.6,0.24,0.0
2.68,0.0,0.0
1.6400000000000001,0.0,0.12
0.6,0.36,1.84
2.44,2.3200000000000003,0.0
1.24,0.36,0.0
0.72,1.28,0.12
0.96,0.36,1.84
0.24,1.04,0.12
2.3200000000000003,0.0,1.84
0.72,0.0,0.12
0.2987234042553192,0.24,1.84
0.36,2.08,0.0
2.08,0.36,0.24
0.36,0.24,2.08
0.64,0.36,0.76
0.0,2.3200000000000003,0.24
0.0,1.3599999999999999,0.12
0.12,0.48,1.96
1.84,2.04,1.04
0.0,0.96,0.24
0.24,0.36,0.76
2.08,2.5600000000000005,0.12
0.0,0.36,2.08
0.12,1.04,0.48
1.96,0.12,0.12
0.64,1.0673684210526315,1.96
0.12,0.24,0.36
1.4,0.0,1.04
1.52,0.36,0.0
0.48,2.3200000000000003,0.12
2.2,0.6,1.84
0.6,1.0,0.0
1.56,0.6,0.0
0.24,0.6,0.0
0.12,0.48,0.24
0.36,0.36,0.6
2.08,1.84,2.2
0.6,0.0,1.4400000000000002
0.76,0.24,0.0
0.24,2.2,0.0
0.0,0.88,0.0
0.12,0.48,0.12
2.08,0.0,1.96
0.48,0.24,0.24
0.36,2.3200000000000003,0.0
1.04,0.72,0.12
0.0,1.88,1.84
0.0,1.08,0.0
0.24,0.22909090909090907,0.0
2.08,1.04,0.0
0.48,0.24,0.12
0.48,2.08,1.84
0.0,0.84,0.0
0.0,0.6,0.0
0.12,0.48,0.24
2.08,0.76,2.08
1.1600000000000001,1.1600000000000001,0.12
0.36,0.24,1.84
0.76,0.12,0.0
0.24,1.96,0.12
0.12,0.24,1.96
1.84,0.0,0.48
0.0,0.48,1.9200000000000002
0.0,2.44,0.24537313432835822
0.24,0.84,1.04
2.08,0.48,0.0
0.36,0.48,0.12
1.04,1.28,1.84
0.0,0.48,0.24
0.24,0.36,1.6800000000000002
2.08,0.88,0.0
0.48,0.48,0.12
0.0,0.12,1.96
0.12,1.84,0.24
2.08,0.12,0.0
0.36,2.2,0.0
0.36,0.88,0.24
0.24,0.6,1.96
0.0,1.6800000000000002,0.64
0.24,0.2987234042553192,0.0
2.08,0.24,0.12
0.88,0.24,1.96
0.36,1.6800000000000002,0.36
0.64,0.36,0.88
0.0,0.48,0.48
0.0,0.76,0.48
0.0,0.24,0.48
0.24,0.12,0.24
2.2,1.84,1.96
0.12,0.0,0.48
1.84,0.0,0.72
0.0,0.24,0.88
0.0,2.3200000000000003,0.0
0.12,1.0,0.12
1.84,0.72,1.96
0.12,0.0,0.48
1.96,0.12,1.1600000000000001
0.24,1.96,0.64
0.24,0.36,0.0
1.96,1.1600000000000001,0.0
0.76,0.48,0.0
0.24,0.36,0.24
0.0,1.9200000000000002,1.96
0.24,0.12,0.24
2.08,1.96,0.0
1.6800000000000002,0.24,0.0
0.48,0.36,0.0
0.76,2.3200000000000003,0.12
0.64,0.0,2.08
0.0,0.24,0.76
0.0,2.2,0.24
0.12,0.48,0.0
1.84,0.48,0.0
0.0,0.12,0.48
0.12,1.56,2.2
1.84,0.64,0.6
0.12,0.24,1.0
0.64,1.56,0.84
0.12,1.04,1.56
2.08,0.12,0.24
0.36,2.08,0.0
0.24,0.48,0.24
0.12,1.52,2.08
1.04,0.96,1.1600000000000001
0.24,0.0,0.36
2.08,0.0,0.36
0.12,0.24,0.36
1.96,0.36,0.36
0.64,2.44,1.04
0.0,0.84,0.36
0.12,1.52,1.0
2.08,0.6,1.4400000000000002
0.6,1.6800000000000002,0.0
0.76,0.36,0.12
0.64,0.24,1.84
0.12,0.36,0.12
1.84,2.08,1.04
0.24,0.48,0.12
1.1600000000000001,0.0,1.56
0.24,0.36,0.76
0.0,2.3200000000000003,0.48
0.24,1.8000000000000003,0.76
2.08,0.48,0.24
0.12,0.36,0.24
1.4400000000000002,1.6800000000000002,2.08
0.24,1.0,0.0
1.96,0.72,0.24
0.12,0.0,2.2
1.04,0.36,1.4400000000000002
0.0,2.44,0.24
0.0,0.96,0.88
0.12,0.22909090909090907,0.88
2.08,1.4673684210526319,0.0
0.48,0.24,0.12
0.0,0.0,2.3200000000000003
0.36,0.0,1.52
2.3200000000000003,0.0,0.72
0.48,0.0,1.28
0.0,0.6,0.24
0.0,2.68,1.28
0.12,0.72,0.36
1.84,1.0,2.44
0.0,1.0,1.3599999999999999
0.0,0.24,0.72
0.36,0.12,1.4
2.08,1.84,0.84
0.72,0.0,0.36
0.6673684210526316,0.24,1.56
0.64,2.2,0.12
0.24,0.24,1.4400000000000002
1.52,0.0,0.12
2.04,0.24,1.84
0.6,2.44,0.0
1.24,1.12,0.0
0.72,0.24,0.0
0.12,1.56,0.36
1.84,1.04,2.3200000000000003
0.24,0.12,0.24
1.96,2.08,2.3200000000000003
0.24,0.36,0.48
0.0,0.6290909090909091,1.8000000000000003
0.0,0.88,0.72
0.36,0.22909090909090907,0.0
2.2,0.24,0.12
1.36,0.0,1.84
0.84,0.0,0.0
0.72,0.12,0.0
0.36,1.84,0.24
0.64,0.24,2.3200000000000003
0.0,2.08,0.84
0.36,0.36,0.88
2.2,1.4400000000000002,0.36
0.72,0.0,0.64
0.0,0.6,0.0
0.12,2.44,0.12
0.12,1.3199999999999998,1.84
1.84,0.88,0.36
0.0,0.48,2.04
0.0,0.6987234042553192,1.08
0.24,0.24,0.2987234042553192
2.08,0.24,1.04
0.48,2.08,0.0
0.0,0.0,0.6
0.24,0.12,2.44
1.829090909090909,2.08,2.04
0.24,0.48,0.84
2.2,0.22909090909090907,1.6400000000000001
1.24,1.04,0.48
0.72,0.0,0.36
0.0,0.24,0.88
0.24,2.08,0.76
2.44,0.76,0.24
0.72,0.48,0.0
0.0,0.48,0.36
0.12,0.24,2.3200000000000003
1.84,1.4290909090909092,1.28
0.0,1.4,0.12
0.36,0.48,1.04
2.5600000000000005,0.48,0.0
1.0,0.0,0.12
0.88,0.0,1.96
0.6290909090909091,0.36,1.04
0.24,2.4400000000000004,0.0
0.24,0.64,0.36
2.2,0.0,2.3200000000000003
0.88,0.12,1.4
0.22909090909090907,1.96,0.48
1.4290909090909092,0.24,1.28
0.48,0.0,0.48
0.22909090909090907,0.6,0.0
0.24,2.3200000000000003,0.36
0.0,0.72,2.08
0.0,0.72,0.48
0.0,0.6,0.72
0.12,2.44,1.6800000000000002
1.84,0.96,0.2673684210526316
0.36,1.24,0.64
2.2,1.24,0.12
0.24,0.84,0.24
0.48,0.6,1.96
2.44,1.28,1.04
0.6,0.48,0.12
0.88,0.0,1.6800000000000002
0.22909090909090907,0.12,0.48
0.6290909090909091,1.84,0.12
1.28,0.0,1.96
0.48,0.24,0.24
0.36,2.2,0.0
1.4400000000000002,0.6,0.12
0.24,0.24,1.84
1.4,0.0,0.0
1.28,0.12,0.12
0.48,1.84,1.84
0.24,0.0,0.36
1.829090909090909,0.12,1.8000000000000003
1.04,2.08,0.24
0.0,0.6,0.12
0.24,1.4,1.8987234042553194
2.08,0.6,0.24
0.48,1.1600000000000001,0.0
0.22909090909090907,0.48,0.0
0.12,0.88,0.24
1.84,0.48,1.96
0.24,0.24,0.24
1.1600000000000001,2.3200000000000003,0.0
0.24,1.0,0.12
0.0,0.88,1.84
0.24,0.76,0.12
2.3200000000000003,0.24,1.04
0.6,0.12,0.36
0.72,1.4400000000000002,1.8000000000000003
0.24,0.0,1.1600000000000001
2.08,0.0,0.64
1.1600000000000001,0.24,0.0
0.64,2.08,0.12
0.0,1.0,1.84
0.12,0.36,0.0
2.2,1.04,0.24
0.48,0.12,2.2
0.24,1.1600000000000001,0.76
2.04,0.24,0.64
1.12,0.36,0.0
0.48,2.3200000000000003,0.0
2.04,0.0,0.12
0.48,0.0,0.36
2.287272727272727,0.0,2.08
0.6,0.0,0.6
0.24,0.0,1.56
0.12,0.12,0.24
2.2,1.96,0.0
0.48,0.24,0.36
0.22909090909090907,0.0,2.4400000000000004
0.6290909090909091,0.0,0.64
0.12,0.48,0.12
1.96,2.2,1.84
0.24,1.0,0.12
0.0,0.36,1.96
0.24,0.76,0.24
2.08,1.04,0.24
0.48,0.0,2.3200000000000003
0.48,0.0,0.96
0.12,0.24,0.0
1.84,2.2,0.0
0.0,0.72,0.0
0.0,0.0,0.48
0.0,0.12,2.44
0.24,1.84,0.84
2.2,0.0,0.84
0.48,0.0,0.72
0.2987234042553192,0.24,0.12
0.24,1.96,1.84
0.0,0.76,0.24
0.24,0.24,2.2
2.2,0.0,0.24
1.4,0.24,0.0
0.72,0.24,0.12
0.48,2.2,2.08
0.48,0.24,0.48
2.4400000000000004,0.0,0.48
0.6,0.12,0.0
1.12,1.96,0.0
0.0,0.24,0.12
0.12,0.12,1.96
1.96,1.84,0.64
0.12,0.0,0.6
1.04,0.0,2.4000000000000004
0.24,0.12,1.1600000000000001
2.08,1.84,0.24
0.5347368421052632,0.0,0.12
1.28,0.12,1.84
0.6,1.96,0.0
0.72,0.24,0.0
0.12,0.12,0.24
1.84,1.96,2.08
0.24,0.36,0.12
0.6290909090909091,1.04,1.56
0.48,0.0,0.36
2.44,0.0,0.64
1.12,0.12,0.0
0.12,1.96,0.0
1.4400000000000002,0.24,0.48
0.24,0.0,2.3200000000000003
2.08,0.0,1.28
0.48,0.0,0.24
0.0,0.12,1.56
